euid,eusub,stage,year,month,day,type,ctgy,seg1,seg2,seg3,seg4,seg5,seg6,seg7,seg8,seg9,seg10,seg11,seg12,seg13,seg14,seg15,seg16,seg17,seg18,seg19,seg20,seg21,seg22,seg23,seg24,seg25,seg26,seg27,seg28,seg29,seg30,seg31,seg32,seg33,seg34,seg35,seg36,seg37,seg38,seg39,seg40,seg41,seg42,seg43,seg44,seg45,seg46,seg47,seg48,source,update_date
0300111010602104070633,-,5,2024,9,23,1,3,0.700000,0.600000,0.600000,0.700000,0.600000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.500000,0.500000,0.400000,0.500000,0.400000,0.500000,0.400000,0.500000,0.400000,0.500000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.300000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,9,24,1,3,0.500000,0.800000,0.900000,1.100000,1.000000,0.900000,0.700000,0.800000,0.600000,0.300000,0.300000,0.300000,0.500000,0.400000,0.500000,0.400000,0.400000,0.500000,0.500000,0.500000,0.600000,0.800000,1.000000,0.800000,0.800000,0.700000,0.800000,0.500000,0.600000,0.500000,0.600000,0.600000,0.500000,0.300000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.100000,0.200000,0.300000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,9,25,1,3,0.500000,0.800000,0.900000,0.800000,0.900000,0.700000,0.600000,0.500000,0.500000,0.300000,0.300000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.400000,0.800000,0.700000,0.800000,0.900000,0.700000,0.800000,0.500000,0.600000,0.500000,0.600000,0.500000,0.600000,0.600000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.400000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,9,26,1,3,0.500000,0.800000,0.900000,0.900000,0.800000,0.400000,0.300000,0.400000,0.300000,0.300000,0.300000,0.400000,0.500000,0.500000,0.400000,0.400000,0.500000,0.500000,0.800000,0.700000,1.100000,1.100000,1.000000,0.900000,0.900000,0.800000,0.900000,0.800000,0.900000,1.000000,0.900000,0.900000,1.000000,0.700000,0.100000,0.200000,0.200000,0.100000,0.200000,0.200000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.500000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,9,27,1,3,0.600000,1.000000,0.900000,0.900000,0.900000,0.300000,0.300000,0.300000,0.400000,0.300000,0.300000,0.500000,0.500000,0.400000,0.500000,0.500000,0.500000,0.500000,0.500000,0.700000,0.800000,0.800000,0.800000,0.800000,1.000000,0.800000,0.900000,0.900000,0.800000,0.900000,0.800000,0.800000,0.800000,0.700000,0.500000,0.300000,0.200000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.400000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,9,28,1,3,0.500000,0.500000,0.700000,0.700000,0.500000,0.400000,0.400000,0.300000,0.400000,0.300000,0.300000,0.300000,0.300000,0.500000,0.500000,0.400000,0.400000,0.600000,0.500000,0.700000,0.800000,1.100000,1.100000,1.000000,1.000000,0.800000,0.900000,0.900000,0.800000,0.900000,0.800000,0.800000,0.800000,0.700000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.400000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,9,29,1,3,0.500000,0.900000,0.900000,0.900000,0.900000,0.300000,0.400000,0.300000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.500000,0.500000,0.400000,0.500000,0.400000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.300000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,9,30,1,3,0.500000,0.900000,0.800000,1.000000,0.900000,0.700000,0.700000,0.600000,0.600000,0.400000,0.400000,0.300000,0.500000,0.600000,0.700000,0.600000,0.700000,0.800000,0.700000,0.700000,0.700000,0.800000,0.900000,0.800000,0.800000,0.900000,0.800000,0.700000,0.800000,0.700000,0.700000,0.700000,0.700000,0.800000,0.600000,0.200000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.300000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,1,1,3,0.500000,0.900000,0.700000,0.900000,0.800000,0.300000,0.300000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.500000,0.400000,0.500000,0.700000,0.800000,0.800000,0.800000,0.800000,0.600000,0.700000,0.700000,0.800000,0.900000,0.900000,0.900000,0.600000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.400000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,2,1,3,0.500000,0.800000,0.900000,0.900000,0.700000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.300000,0.500000,0.400000,0.500000,0.400000,0.500000,0.800000,0.800000,1.100000,1.000000,0.900000,0.900000,0.900000,0.800000,0.900000,1.000000,0.800000,0.800000,0.900000,0.900000,0.900000,1.000000,0.700000,0.600000,0.500000,0.300000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.400000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,3,1,3,0.700000,0.500000,0.900000,1.000000,0.800000,0.300000,0.200000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.400000,0.500000,0.400000,0.500000,0.400000,0.800000,0.800000,0.800000,0.900000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000,0.700000,0.600000,0.700000,0.700000,0.800000,0.700000,0.400000,0.300000,0.300000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.300000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,4,1,3,0.600000,0.900000,0.800000,0.800000,0.800000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.400000,0.400000,0.500000,0.500000,0.500000,0.600000,0.600000,0.700000,0.700000,0.700000,0.600000,0.700000,0.800000,0.600000,0.600000,0.600000,0.600000,0.600000,0.700000,0.600000,0.300000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.400000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,5,1,3,0.500000,0.900000,0.700000,1.000000,1.000000,0.300000,0.400000,0.300000,0.300000,0.300000,0.300000,0.400000,0.300000,0.300000,0.500000,0.400000,0.500000,0.400000,0.500000,0.600000,0.700000,0.800000,0.700000,0.600000,0.700000,0.500000,0.500000,0.500000,0.400000,0.400000,0.400000,0.400000,0.300000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.300000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,6,1,3,0.500000,0.800000,0.900000,0.800000,0.900000,0.400000,0.400000,0.300000,0.300000,0.300000,0.300000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.300000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.400000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,7,1,3,0.500000,0.900000,0.900000,0.900000,0.900000,0.500000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.600000,0.500000,0.400000,0.400000,0.500000,0.500000,0.500000,0.600000,0.600000,0.700000,0.900000,0.900000,0.900000,0.800000,0.800000,0.700000,0.700000,0.700000,0.700000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.400000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,8,1,3,0.500000,0.900000,0.900000,0.900000,0.900000,0.500000,0.500000,0.400000,0.500000,0.400000,0.300000,0.300000,0.300000,0.400000,0.200000,0.400000,0.300000,0.500000,0.500000,0.600000,0.700000,0.700000,0.600000,0.700000,0.600000,0.700000,0.500000,0.500000,0.500000,0.500000,0.400000,0.400000,0.500000,0.400000,0.500000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.200000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,9,1,3,0.300000,0.800000,0.700000,0.700000,0.600000,0.400000,0.300000,0.300000,0.400000,0.300000,0.300000,0.400000,0.300000,0.400000,0.300000,0.400000,0.400000,0.400000,0.400000,0.500000,0.500000,0.600000,0.500000,0.400000,0.400000,0.400000,0.400000,0.500000,0.400000,0.500000,0.400000,0.400000,0.400000,0.400000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,10,1,3,0.300000,0.800000,0.600000,0.700000,0.600000,0.400000,0.400000,0.400000,0.300000,0.300000,0.300000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.500000,0.500000,0.600000,0.500000,0.400000,0.500000,0.400000,0.400000,0.400000,0.400000,0.500000,0.400000,0.400000,0.400000,0.500000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.200000,W51220202410170000000.zip,"2024-10-16 21:03:03"
0300111010602104070633,-,5,2024,10,11,1,3,0.300000,0.700000,0.700000,0.700000,0.700000,0.600000,0.400000,0.500000,0.400000,0.300000,0.300000,0.300000,0.200000,0.400000,0.300000,0.400000,0.400000,0.500000,0.500000,0.500000,0.600000,0.500000,0.600000,0.600000,0.500000,0.400000,0.500000,0.400000,0.400000,0.500000,0.600000,0.600000,0.500000,0.400000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.300000,W51220202410170000000.zip,"2024-10-16 21:03:04"
0300111010602104070633,-,5,2024,10,12,1,3,0.500000,0.800000,0.800000,0.900000,0.900000,0.700000,0.700000,0.600000,0.500000,0.400000,0.300000,0.300000,0.400000,0.500000,0.600000,0.800000,0.700000,0.700000,0.700000,0.700000,0.900000,0.900000,0.800000,0.900000,0.800000,0.900000,0.800000,0.700000,0.600000,0.500000,0.600000,0.600000,0.500000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,W51220202410170000000.zip,"2024-10-16 21:03:04"
0300111010602104070633,DK00001,-36,2024,10,18,1,3,0.600000,0.900000,0.700000,0.800000,0.800000,0.700000,0.600000,0.600000,0.500000,0.300000,0.300000,0.300000,0.400000,0.300000,0.300000,0.300000,0.500000,0.500000,0.500000,0.500000,0.600000,0.700000,0.700000,0.700000,0.600000,0.800000,0.700000,0.700000,0.700000,0.700000,0.600000,0.600000,0.500000,0.300000,0.100000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,W41110202410181730000000.zip,"2024-10-18 10:03:03"
0300111010602104070633,DK00001,1,2024,9,13,1,3,0.900000,1.100000,1.000000,1.100000,1.200000,1.000000,0.900000,0.800000,0.700000,0.600000,0.400000,0.300000,0.500000,0.500000,0.700000,0.800000,0.900000,0.900000,0.800000,1.000000,1.100000,1.100000,1.200000,1.300000,1.400000,1.300000,1.300000,1.300000,1.100000,1.100000,1.200000,1.100000,1.200000,1.100000,0.400000,0.100000,0.200000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,0.500000,W41110202409132330000000.zip,"2024-09-13 16:03:03"
0300111010602104070633,DK00001,1,2024,9,14,1,3,0.800000,1.100000,1.000000,1.100000,0.900000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.700000,1.000000,1.000000,0.900000,0.800000,1.000000,0.900000,1.000000,1.000000,1.100000,1.200000,1.200000,1.200000,1.100000,1.200000,1.200000,1.200000,1.300000,1.200000,1.200000,1.000000,1.100000,1.000000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.500000,W41110202409142330000000.zip,"2024-09-14 16:03:03"
0300111010602104070633,DK00001,1,2024,9,15,1,3,0.800000,1.000000,1.000000,1.100000,0.900000,0.400000,0.300000,0.300000,0.300000,0.300000,0.700000,0.600000,0.500000,0.600000,0.500000,0.600000,0.500000,0.500000,0.400000,0.500000,0.500000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.800000,0.300000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.500000,W41110202409152330000000.zip,"2024-09-15 16:03:03"
0300111010602104070633,DK00001,1,2024,9,16,1,3,1.200000,1.000000,1.000000,1.100000,1.100000,0.900000,0.800000,0.800000,0.500000,0.300000,0.300000,0.600000,0.500000,0.500000,0.500000,0.500000,0.400000,0.400000,0.400000,0.400000,0.200000,0.200000,0.100000,0.000000,0.000000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.400000,W41110202409162330000000.zip,"2024-09-16 16:03:03"
0300111010602104070633,DK00001,1,2024,9,17,1,3,0.700000,1.000000,1.000000,1.000000,1.000000,0.800000,0.700000,0.700000,0.600000,0.400000,0.400000,0.300000,0.300000,0.300000,0.600000,0.700000,0.600000,0.700000,0.700000,0.900000,1.200000,1.200000,1.300000,1.200000,1.200000,1.300000,1.200000,1.100000,1.200000,1.200000,1.100000,1.100000,1.100000,0.900000,0.800000,0.700000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.500000,W41110202409172330000000.zip,"2024-09-17 16:03:03"
0300111010602104070633,DK00001,1,2024,9,18,1,3,0.800000,1.000000,1.100000,1.000000,1.200000,0.500000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.900000,0.500000,0.600000,0.500000,1.000000,0.900000,1.200000,1.300000,1.300000,1.300000,1.300000,1.200000,1.100000,1.200000,1.100000,1.200000,1.300000,1.200000,1.200000,1.000000,0.700000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.400000,W41110202409182330000000.zip,"2024-09-18 16:03:03"
0300111010602104070633,DK00001,1,2024,9,19,1,3,0.700000,1.000000,1.000000,1.000000,0.800000,0.400000,0.400000,0.300000,0.400000,0.300000,0.300000,0.300000,0.800000,0.700000,0.600000,0.700000,0.600000,0.600000,0.800000,0.900000,0.800000,0.900000,1.000000,1.000000,0.900000,0.900000,0.900000,1.000000,1.000000,0.900000,0.900000,0.900000,0.900000,0.800000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.200000,0.500000,W41110202409192330000000.zip,"2024-09-19 16:03:03"
0300111010602104070633,DK00001,1,2024,9,20,1,3,0.800000,0.900000,1.000000,1.000000,0.800000,0.300000,0.400000,0.300000,0.300000,0.400000,0.400000,0.500000,0.600000,0.700000,0.500000,0.500000,0.600000,0.600000,0.600000,0.700000,1.100000,1.200000,1.200000,1.100000,0.900000,1.000000,1.000000,1.000000,1.000000,1.200000,1.000000,1.100000,1.000000,0.600000,0.300000,0.200000,0.300000,0.200000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.500000,W41110202409202330000000.zip,"2024-09-20 16:03:03"
0300111010602104070633,DK00001,1,2024,9,21,1,3,0.800000,1.100000,1.000000,1.100000,0.900000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.600000,0.600000,0.600000,0.500000,0.500000,0.600000,0.500000,0.600000,0.700000,1.200000,1.100000,1.100000,1.100000,1.000000,1.100000,1.000000,1.100000,0.900000,0.800000,0.800000,0.800000,0.800000,0.600000,0.600000,0.300000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.300000,W41110202409212330000000.zip,"2024-09-21 16:03:03"
0300111010602104070633,DK00001,1,2024,9,22,1,3,0.600000,0.800000,0.800000,0.900000,0.900000,0.900000,0.300000,0.400000,0.300000,0.300000,0.300000,0.300000,0.400000,0.500000,0.400000,0.400000,0.300000,0.300000,0.200000,0.300000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.200000,W41110202409222330000000.zip,"2024-09-22 16:03:03"
0300111010602104070633,DK00001,1,2024,9,23,1,3,0.700000,0.600000,0.600000,0.700000,0.600000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.500000,0.500000,0.400000,0.500000,0.400000,0.500000,0.400000,0.500000,0.400000,0.500000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.300000,W41110202409232330000000.zip,"2024-09-23 16:03:03"
0300111010602104070633,DK00001,1,2024,9,24,1,3,0.500000,0.800000,0.900000,1.100000,1.000000,0.900000,0.700000,0.800000,0.600000,0.300000,0.300000,0.300000,0.500000,0.400000,0.500000,0.400000,0.400000,0.500000,0.500000,0.500000,0.600000,0.800000,1.000000,0.800000,0.800000,0.700000,0.800000,0.500000,0.600000,0.500000,0.600000,0.600000,0.500000,0.300000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.100000,0.200000,0.200000,0.100000,0.200000,0.100000,0.200000,0.300000,W41110202409242330000000.zip,"2024-09-24 16:03:03"
0300111010602104070633,DK00001,1,2024,9,25,1,3,0.500000,0.800000,0.900000,0.800000,0.900000,0.700000,0.600000,0.500000,0.500000,0.300000,0.300000,0.400000,0.300000,0.300000,0.300000,0.300000,0.300000,0.300000,0.400000,0.400000,0.800000,0.700000,0.800000,0.900000,0.700000,0.800000,0.500000,0.600000,0.500000,0.600000,0.500000,0.600000,0.600000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.400000,W41110202409252330000000.zip,"2024-09-25 16:03:03"
0300111010602104070633,DK00001,1,2024,9,26,1,3,0.500000,0.800000,0.900000,0.900000,0.800000,0.400000,0.300000,0.400000,0.300000,0.300000,0.300000,0.400000,0.500000,0.500000,0.400000,0.000000,0.000000,0.500000,0.800000,0.700000,1.100000,1.100000,1.000000,0.900000,0.900000,0.800000,0.900000,0.800000,0.900000,1.000000,0.900000,0.900000,1.000000,0.700000,0.100000,0.200000,0.200000,0.100000,0.200000,0.200000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.500000,W41110202409262330000000.zip,"2024-09-26 16:03:03"
0300111010602104070633,DK00001,1,2024,9,27,1,3,0.600000,1.000000,0.900000,0.900000,0.900000,0.300000,0.300000,0.300000,0.400000,0.300000,0.300000,0.500000,0.500000,0.400000,0.500000,0.500000,0.500000,0.500000,0.500000,0.700000,0.800000,0.800000,0.800000,0.800000,1.000000,0.800000,0.900000,0.900000,0.800000,0.900000,0.800000,0.800000,0.800000,0.700000,0.500000,0.300000,0.200000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.400000,W41110202409272330000000.zip,"2024-09-27 16:03:03"
